week,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
2023.11,58,spotify:track:2ewSCWOL7EAjgmgqfI1UlS,Morgan Wallen,Whiskey Friends,Big Loud Records / Mercury Records / Republic Records,24,24,2,3311666
2023.11,59,spotify:track:3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,"Hotel Ugly, under exclusive license to Amuseio AB",29,77,28,3285400
2023.11,60,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,85,21,3274842
2023.11,61,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,8,74,29,3224304
2023.11,62,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,I Ain't Worried,Interscope Records,7,83,41,3191246
2023.11,63,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,Republic Records,18,84,14,3176530
2023.11,64,spotify:track:4kvjThnfQIsPOKjxx0aZDu,Morgan Wallen,Dying Man,Big Loud Records / Mercury Records / Republic Records,40,40,2,3165898
2023.11,65,spotify:track:3EaJDYHA0KnX88JvDhL9oa,Steve Lacy,Dark Red,Three Quarter,16,87,84,3131744
2023.11,66,spotify:track:6pcywuOeGGWeOQzdUyti6k,"21 Savage, Metro Boomin",Glock In My Lap,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",8,88,23,3125019
2023.11,67,spotify:track:65FftemJ1DbbZ45DUfHJXE,NewJeans,OMG,ADOR,28,75,10,3117846
2023.11,68,spotify:track:2mpoNBkngUEwnaKoBhZ0vl,"Peso Pluma, Natanael Cano",PRC,Prajin Parlay Inc dba Prajin Records / Rancho Humilde / Los CT,56,98,7,3105156
2023.11,69,spotify:track:2wSTnntOPRi7aQneobFtU4,SZA,Shirt,Top Dawg Entertainment/RCA Records,8,78,20,3092672
2023.11,70,spotify:track:7EAMXbLcL0qXmciM5SwMh2,Mac DeMarco,Heart To Heart,Mac’s Record Label,30,90,13,3074131
2023.11,71,spotify:track:1BAU6v0fuAV914qMUEESR1,Morgan Wallen,Born With A Beer In My Hand,Big Loud Records / Mercury Records / Republic Records,18,18,2,3043526
2023.11,72,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,52,94,117,3017162
2023.11,73,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Me Porto Bonito,Rimas Entertainment LLC,2,92,45,2989221
2023.11,74,spotify:track:1GN6qqehnqUfUHH1gfK81v,"Miley Cyrus, Brandi Carlile",Thousand Miles (feat. Brandi Carlile),Columbia,74,-1,1,2972400
2023.11,75,spotify:track:59nOXPmaKlBfGMDeOVGrIK,"Future, Drake, Tems",WAIT FOR U (feat. Drake & Tems),Epic/Freebandz,3,93,46,2947318
2023.11,76,spotify:track:4EWCNWgDS8707fNSZ1oaA5,Kanye West,Heartless,Roc-A-Fella,40,96,76,2935595
2023.11,77,spotify:track:2PsbT927UanvyH9VprlNOu,Morgan Wallen,Devil Don’t Know,Big Loud Records / Mercury Records / Republic Records,19,19,2,2932056
2023.11,78,spotify:track:3QFInJAm9eyaho5vBzxInN,"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),Columbia,8,97,81,2928623
2023.11,79,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino/Warner Records,18,101,113,2895409
2023.11,80,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,Rimas Entertainment LLC,3,86,45,2873910
2023.11,81,spotify:track:1SRw5p2lVAi7RGlHEmZg66,Toosii,Favorite Song,South Coast Music Group/Capitol Records,81,143,3,2863666
2023.11,82,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,3,100,111,2834075
2023.11,83,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,SZA,Nobody Gets Me,Top Dawg Entertainment/RCA Records,3,99,14,2814249
2023.11,84,spotify:track:48UKTR66uUOT9LaUvooTNx,Luke Combs,The Kind of Love We Make,River House Artists/Columbia Nashville,15,106,39,2792820
2023.11,85,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,TV Girl,85,115,17,2778422
2023.11,86,spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,"Drake, 21 Savage",Spin Bout U,OVO / Republic Records,6,103,19,2771834
2023.11,87,spotify:track:5BmB3OaQyYXCqRyN8iR2Yi,NLE Choppa,SLUT ME OUT,Warner Records,75,104,6,2764606
2023.11,88,spotify:track:1N8TTK1Uoy7UvQNUazfUt5,ThxSoMch,SPIT IN MY FACE!,Elektra (NEK),33,102,18,2756245
2023.11,89,spotify:track:4FAKtPVycI4DxoOHC01YqD,"Yandel, Feid",Yandel 150,La Leyenda LLC,89,127,7,2750731
2023.11,90,spotify:track:6FAsJDkg4y5JSWP9ZMKlDj,Miley Cyrus,You,Columbia,90,-1,1,2713887
2023.11,91,spotify:track:6Um358vY92UBv5DloTRX9L,"Carin Leon, Grupo Frontera",Que Vuelvas,BorderKid Records/Sony Music Latin,28,105,11,2691043
2023.11,92,spotify:track:7ya4zrCKDslIfrztqglRIP,Morgan Wallen,Tennessee Fan,Big Loud Records / Mercury Records / Republic Records,39,43,4,2686614
2023.11,93,spotify:track:4tqcoej1zPvwePZCzuAjJd,J. Cole,Wet Dreamz,Roc Nation Records LLC,69,107,74,2685813
2023.11,94,spotify:track:0O6u0VJ46W86TxN9wgyqDj,"Post Malone, Doja Cat",I Like You (A Happier Song) (with Doja Cat),Mercury Records/Republic Records,3,110,41,2683978
2023.11,95,spotify:track:7H0ya83CMmgFcOhw0UB6ow,Beach House,Space Song,Sub Pop Records,47,111,87,2674841
2023.11,96,spotify:track:5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,48,113,30,2670579
2023.11,97,spotify:track:5NzfnUyVaNrxa2VtoyBWlR,Morgan Wallen,Tennessee Numbers,Big Loud Records / Mercury Records / Republic Records,25,25,2,2664095
2023.11,98,spotify:track:6foY66mWZN0pSRjZ408c00,Morgan Wallen,Whiskey Glasses,Big Loud Records,43,109,199,2645873
2023.11,99,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,Boys Don't Cry,76,112,31,2641769
2023.11,100,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,Island Records,15,124,10,2641561
2023.11,101,spotify:track:3qXsX3mYSsD1DmAvc3PE3N,Luke Combs,Love You Anyway,River House Artists/Columbia Nashville,10,65,5,2632808
2023.11,102,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,CUFF IT,Parkwood Entertainment/Columbia,10,118,33,2614027
2023.11,103,spotify:track:1GiwvmI57OTGcKGNigZFJb,Morgan Wallen,Neon Star (Country Boy Lullaby),Big Loud Records / Mercury Records / Republic Records,36,36,2,2610644
2023.11,104,spotify:track:2Ej3iV0nulryy9S3UQvjSx,Morgan Wallen,Hope That’s True,Big Loud Records / Mercury Records / Republic Records,26,26,2,2591175
2023.11,105,spotify:track:38UYeBLfvpnDSG9GznZdnL,"Gorillaz, Bad Bunny",Tormenta (feat. Bad Bunny),Parlophone UK,70,91,3,2590014
2023.11,106,spotify:track:6IyoLWzljeR3ldQo4KWHT6,Yeat,Out thë way,Field Trip Recordings/Geffen Records,47,114,15,2588723
2023.11,107,spotify:track:4PMqSO5qyjpvzhlLI5GnID,SZA,Good Days,Top Dawg Entertainment/RCA Records,1,117,99,2587923
2023.11,108,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,1,121,120,2560331
2023.11,109,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,28,122,89,2542213
2023.11,110,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,Everlong,RCA Records Label,60,120,32,2538633
2023.11,111,spotify:track:3kf0WdFOalKWBkCCLJo4mA,Chino Pacas,El Gordo Trae El Mando,STREET MOB,111,136,4,2514152
2023.11,112,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,"The Weeknd, Lana Del Rey",Stargirl Interlude,Universal Republic Records,56,119,37,2505257
2023.11,113,spotify:track:3q9PVufz68TRvOao25IMNk,NF,MOTTO,NF Real Music II,113,-1,1,2504791
2023.11,114,spotify:track:6TBzRwnX2oYd8aOrOuyK1p,"Oscar Maydon, Junior H",Fin de Semana,Rancho Humilde,85,126,9,2453001
2023.11,115,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,Cigarettes After Sex,Apocalypse,Partisan Records,49,131,36,2447836
2023.11,116,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,25,125,72,2447578
2023.11,117,spotify:track:4NoOME4Dhf4xgxbHDT7VGe,"KAROL G, Romeo Santos",X SI VOLVEMOS,Universal Music Latino,32,108,6,2444920
2023.11,118,spotify:track:1vcJdUJDM2NVXBsGncmLyh,Morgan Wallen,Keith Whitley,Big Loud Records / Mercury Records / Republic Records,31,31,2,2429679
2023.11,119,spotify:track:00Ga884hbpVvCNyeQdle1U,Miley Cyrus,Violet Chemistry,Columbia,119,-1,1,2421207
2023.11,120,spotify:track:5MwynWK9s4hlyKHqhkNn4A,Morgan Wallen,Chasin' You,Big Loud Records,55,116,107,2421085
2023.11,121,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,62,133,27,2410436
2023.11,122,spotify:track:7u2iWRkkz8GBYFe4apxVBl,Morgan Wallen,I Deserve A Drink,Big Loud Records / Mercury Records / Republic Records,45,45,2,2374093
2023.11,123,spotify:track:3XgGQ1wjo5khvq2UImjyNF,Brent Faiyaz,ALL MINE,"Lost Kids LLC., Marketed by Venice / Stem",22,130,32,2368545
2023.11,124,spotify:track:1S1WWTuydW6zljNeHOpZXe,"Miley Cyrus, Sia",Muddy Feet (feat. Sia),Columbia,124,-1,1,2363358
2023.11,125,spotify:track:12cZWGf5ZgLcKubEW9mx5q,NF,HOPE,NF Real Music II,20,123,4,2357424
2023.11,126,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,Universal Republic Records,27,134,108,2348006
2023.11,127,spotify:track:68eDGmSTQgxJde9JTG7b71,Morgan Wallen,Me + All Your Reasons,Big Loud Records / Mercury Records / Republic Records,46,46,2,2329062
2023.11,128,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,Juice WRLD Mixtape / ISR P&D,13,147,253,2325116
2023.11,129,spotify:track:5TRPicyLGbAF2LGBFbHGvO,"Kanye West, Dwele",Flashing Lights,Roc-A-Fella,53,137,61,2298456
2023.11,130,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Columbia,2,138,43,2298177
2023.11,131,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,144,88,2298045
2023.11,132,spotify:track:2aw1aEAxMe05MZIS5XiK8U,"Morgan Wallen, HARDY",In The Bible (feat. HARDY),Big Loud Records / Mercury Records / Republic Records,30,30,2,2287942
2023.11,133,spotify:track:3pXF1nA74528Edde4of9CC,Bryson Tiller,Don't,TrapSoul/RCA Records,82,151,82,2265077
2023.11,134,spotify:track:78QR3Wp35dqAhFEc2qAGjE,"Lil Baby, Gunna",Drip Too Hard (Lil Baby & Gunna),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",1,148,225,2258036
2023.11,135,spotify:track:12BjylmI6NS7ydikIzbuD0,Morgan Wallen,Single Than She Was,Big Loud Records / Mercury Records / Republic Records,50,50,2,2252260
2023.11,136,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,Chris Stapleton,Tennessee Whiskey,Mercury Nashville,98,161,98,2232903
2023.11,137,spotify:track:577YBGuskWkVDCxZrLRB4v,Lil Baby,Pure Cocaine,Quality Control Music/Motown Records/Capitol Records,52,139,47,2232724
2023.11,138,spotify:track:6vN77lE9LK6HP2DewaN6HZ,"Lil Baby, Drake",Yes Indeed,"Quality Control Music, LLC",2,140,149,2232024
2023.11,139,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,60,156,133,2221344
2023.11,140,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Efecto,Rimas Entertainment LLC,10,149,45,2215961
2023.11,141,spotify:track:474uVhyGgK5MtY9gMcDgGl,Rainbow Kitten Surprise,It's Called: Freefall,Elektra (NEK),127,135,7,2215273
2023.11,142,spotify:track:6fcZVY3WjwKxVKlKFu84rF,Miley Cyrus,Handstand,Columbia,142,-1,1,2203116
2023.11,143,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,1,155,168,2198326
2023.11,144,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),Republic Records,10,132,15,2196763
2023.11,145,spotify:track:6otePxalBK8AVa20xhZYVQ,KAROL G,MIENTRAS ME CURO DEL CORA,Universal Music Latino,97,-1,2,2195312
2023.11,146,spotify:track:2VzCjpKvPB1l1tqLndtAQa,Peso Pluma,Por las Noches,El Cártel de Los Ángeles,146,-1,1,2186670
2023.11,147,spotify:track:5wxYxygyHpbgv0EXZuqb9V,"j-hope, J. Cole",on the street (with J. Cole),BIGHIT MUSIC,67,67,2,2180183
2023.11,148,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Under The Influence,Chris Brown Entertainment/RCA Records,22,158,31,2179277
2023.11,149,spotify:track:3sNVsP50132BTNlImLx70i,Kanye West,Bound 2,Rock The World/IDJ/Kanye/LP6,20,152,64,2170735
2023.11,150,spotify:track:77kye8TttXpEbvgoiVjZdo,Morgan Wallen,F150-50,Big Loud Records / Mercury Records / Republic Records,47,47,2,2170516
2023.11,151,spotify:track:4WuOWVnAqvEQxgSRrspBgt,"Metro Boomin, Travis Scott, 21 Savage",Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Republic Records,7,157,15,2165502
2023.11,152,spotify:track:55ZATsjPlTeSTNJOuW90pW,"Cartel De Santa, La Kelly",Shorty Party,"Babilonia Music, S.A. De C.V.",152,-1,1,2164427
2023.11,153,spotify:track:2IlT65thKQQw248mhk2PjQ,Brent Faiyaz,JACKIE BROWN,"Lost Kids LLC., Marketed by Venice / Stem",122,-1,2,2160958
2023.11,154,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,1,167,226,2158874
2023.11,155,spotify:track:4sx6NRwL6Ol3V6m9exwGlQ,The Kid LAROI,LOVE AGAIN,Columbia,13,145,7,2152651
2023.11,156,spotify:track:2CSRrnOEELmhpq8iaAi9cd,SZA,Blind,Top Dawg Entertainment/RCA Records,5,142,14,2142358
2023.11,157,spotify:track:5LisHkYlpdkqNYl1HZ5cKd,Morgan Wallen,Good Girl Gone Missin’,Big Loud Records / Mercury Records / Republic Records,66,66,2,2137777
2023.11,158,spotify:track:2qOm7ukLyHUXWyR4ZWLwxA,Ice Cube,It Was A Good Day,Priority Records,100,160,42,2135106
2023.11,159,spotify:track:5fEB6ZmVkg63GZg9qO86jh,PARTYNEXTDOOR,Break from Toronto,OVO Sound,110,159,10,2133999
2023.11,160,spotify:track:6PGoSes0D9eUDeeAafB2As,"Kendrick Lamar, Zacari",LOVE. FEAT. ZACARI.,Aftermath,5,170,126,2130931
2023.11,161,spotify:track:39sDitIeCMrVX2QyXHY46t,TV Girl,Blue Hair,TV Girl,161,-1,1,2126982
2023.11,162,spotify:track:6Ox1rvlwEpB49drasQm6RF,Lil Peep,Star Shopping,Lil Peep,100,162,71,2120148
2023.11,163,spotify:track:3XjvMZqm2AQ8thMCD6w9w2,"Anuel AA, Mambo Kingz, DJ Luian",Mas Rica Que Ayer,"Real Hasta La Muerte, LLC & Hear This Music, LLC",163,-1,1,2120106
2023.11,164,spotify:track:1zsPaEkglFvxjAhrM8yhpr,"Ozuna, Feid",Hey Mor,Aura Music Corp.,164,193,4,2118444
2023.11,165,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,6,179,116,2116138
2023.11,166,spotify:track:4Q6LSSmQwn94hioXfvzdbU,Morgan Wallen,180 (Lifestyle),Big Loud Records / Mercury Records / Republic Records,61,61,2,2105840
2023.11,167,spotify:track:1yHVHoz6Ny29gbbWJYVnFt,Niall Horan,Heaven,Capitol Records,27,141,4,2093626
2023.11,168,spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,"Drake, 21 Savage, Project Pat",Knife Talk (with 21 Savage ft. Project Pat),OVO,2,184,78,2087520
2023.11,169,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,HUMBLE.,Aftermath,1,173,169,2087488
2023.11,170,spotify:track:35SbrfbaSpGUBX7e5BPega,Kali Uchis,I Wish you Roses,Geffen Records,37,128,6,2085760
2023.11,171,spotify:track:1qMMYpVatbRITKCfq1gasi,Future,PUFFIN ON ZOOTIEZ,Epic/Freebandz,4,166,43,2081983
2023.11,172,spotify:track:4ewazQLXFTDC8XvCbhvtXs,Joji,Glimpse of Us,88rising Music/Warner Records,1,172,40,2081635
2023.11,173,spotify:track:4vVjPTApwXZwB2H3mBq3ml,"Quavo, Takeoff",HOTEL LOBBY (Unc & Phew),Quality Control Music/Motown Records,61,153,36,2081037
2023.11,174,spotify:track:2J6OF7CkpdQGSfm1wdclqn,Brent Faiyaz,Clouded,Lost Kids,65,164,24,2079057
2023.11,175,spotify:track:7sO5G9EABYOXQKNPNiE9NR,"Offset, Metro Boomin",Ric Flair Drip (with Metro Boomin),"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",4,198,170,2073652
2023.11,176,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Everybody Wants To Rule The World,UMC (Universal Music Catalogue),49,174,38,2072820
2023.11,177,spotify:track:4FhxN8PTyjkBVfwlCnr9Om,Morgan Wallen,Days That End In Why,Big Loud Records / Mercury Records / Republic Records,54,54,3,2069106
2023.11,178,spotify:track:0oPRfdP48RM4bd3xBFyiRo,Morgan Wallen,Wine Into Water,Big Loud Records / Mercury Records / Republic Records,53,53,2,2067487
2023.11,179,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,J. Cole,MIDDLE CHILD,"Dreamville, Inc., Under exclusive license to Roc Nation Records",1,178,173,2065237
2023.11,180,spotify:track:5eTaQYBE1yrActixMAeLcZ,"Calvin Harris, Ellie Goulding",Miracle (with Ellie Goulding),Columbia,180,-1,1,2063712
2023.11,181,spotify:track:09mEdoA6zrmBPgTEN5qXmN,The Weeknd,Call Out My Name,Universal Republic Records,1,165,75,2054276
2023.11,182,spotify:track:6bnF93Rx87YqUBLSgjiMU8,The Weeknd,Heartless,Republic Records,1,171,40,2053902
2023.11,183,spotify:track:4AFsRbaLKRWo3dDtjDFA2V,Childish Gambino,Me and Your Mama,Glassnote Entertainment Group LLC,49,180,48,2046595
2023.11,184,spotify:track:1rpfEeYbtYDcnLWSBZBmNH,Miley Cyrus,Wildcard,Columbia,184,-1,1,2046463
2023.11,185,spotify:track:0wXuerDYiBnERgIpbb3JBR,Childish Gambino,Redbone,Glassnote Entertainment Group LLC,9,-1,159,2045874
2023.11,186,spotify:track:1cKHdTo9u0ZymJdPGSh6nq,"The Weeknd, Gesaffelstein",I Was Never There,Universal Republic Records,8,168,39,2044116
2023.11,187,spotify:track:5OELUCYgOHKFAvCERnAvfS,Morgan Wallen,More Than My Hometown,Big Loud / Republic,21,150,102,2041955
2023.11,188,spotify:track:3HqcNJdZ2seoGxhn0wVNDK,KAROL G,PROVENZA,Universal Music Latino,22,154,33,2032129
2023.11,189,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,Zach Bryan,Heading South,Warner Records,70,177,18,2019391
2023.11,190,spotify:track:2mnXxnrX5vCGolNkaFvVeM,"Arcángel, Bad Bunny",La Jumpa,Rimas Entertainment LLC.,43,169,15,2016010
2023.11,191,spotify:track:23Lyy7ZXRvzfgH4JtDkKrX,Grupo Frontera,No Se Va - EN VIVO,Grupo Frontera,49,199,24,2003413
2023.11,192,spotify:track:65OVbaJR5O1RmwOQx0875b,"Drake, Lil Baby",Wants and Needs (feat. Lil Baby),OVO,2,-1,102,1998482
2023.11,193,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,Juice WRLD Mixtape / ISR P&D,1,-1,249,1997398
2023.11,194,spotify:track:0UbesRsX2TtiCeamOIVEkp,"Fuerza Regida, Natanael Cano",Ch y la Pizza,Rancho Humilde/Street Mob Records,194,-1,1,1997168
2023.11,195,spotify:track:0lJrPatloYarTbsKciShJu,Miley Cyrus,Island,Columbia,195,-1,1,1994754
2023.11,196,spotify:track:54ELExv56KCAB4UP9cOCzC,"Ñengo Flow, Bad Bunny",Gato de Noche,Rimas Entertainment LLC,38,175,12,1994047
2023.11,197,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Bones,Kid Ina Korner / Interscope,52,-1,32,1991765
2023.11,198,spotify:track:0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Made You Look,Epic,27,200,21,1987038
2023.11,199,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,"Kendrick Lamar, SZA",All The Stars (with SZA),Black Panther (TDE/DMG) PS,2,185,68,1985982
2023.11,200,spotify:track:4lH6nENd1y81jp7Yt9lTBX,Future,Solo,Epic/Freebandz/A1,123,190,19,1980689
2023.12,1,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,Warner Records,1,2,7,12503929
2023.12,2,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,1,8,12491789
2023.12,3,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,1,3,15,11378404
2023.12,4,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,4,10,8223337
2023.12,5,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,5,-1,1,8030872
2023.12,6,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,1,9,16,6350603
2023.12,7,spotify:track:4FyesJzVpA39hbYvcseO2d,Lil Uzi Vert,Just Wanna Rock,Generation Now/Atlantic,5,7,23,6324192
2023.12,8,spotify:track:3dnP0JxCgygwQH9Gm7q7nb,"Eslabon Armado, Peso Pluma",Ella Baila Sola,DEL Records,8,-1,1,6233781
2023.12,9,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,"KAROL G, Shakira",TQG,Universal Music Latino,6,6,4,6123002
2023.12,10,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,"Metro Boomin, Future, Chris Brown",Superhero (Heroes & Villains) [with Future & Chris Brown],Republic Records,2,12,16,5836490
2023.12,11,spotify:track:1bDbXMyjaUIooNwFE9wn0N,"Drake, 21 Savage",Rich Flex,OVO / Republic Records,1,13,20,5834035
2023.12,12,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,31,22,5563766
2023.12,13,spotify:track:5W4kiM2cUYBJXKRudNyxjW,Morgan Wallen,You Proof,Big Loud Records / Mercury Records / Republic Records,10,10,45,5512762
2023.12,14,spotify:track:0PAcdVzhPO4gq1Iym9ESnK,Morgan Wallen,Thinkin’ Bout Me,Big Loud Records / Mercury Records / Republic Records,9,11,3,5412826
2023.12,15,spotify:track:4W4fNrZYkobj539TOWsLO2,"The Weeknd, Ariana Grande",Die For You (with Ariana Grande) - Remix,XO / Republic Records,3,5,4,5412182
2023.12,16,spotify:track:1rXq0uoV4KTgRN64jXzIxo,Morgan Wallen,One Thing At A Time,Big Loud Records / Mercury Records / Republic Records,5,8,16,5106577
2023.12,17,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,Universal Republic Records,8,19,106,5100572
2023.12,18,spotify:track:0FA4wrjDJvJTTU8AepZTup,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",Watch This - ARIZONATEARS Pluggnb Remix,sped up nightcore,10,14,6,5049525
2023.12,19,spotify:track:2L9N0zZnd37dwF0clgxMGI,Lizzy McAlpine,ceilings,Harbour Artists & Music,16,16,9,4907848
2023.12,20,spotify:track:2Jw3VjB1xy5KHBqEeAC6VK,Hozier,Eat Your Young,Columbia,20,-1,1,4877997
2023.12,21,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,Jive,10,20,24,4802644
2023.12,22,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,22,51,4791749
2023.12,23,spotify:track:5odlY52u43F5BjByhxg7wg,JVKE,golden hour,JVKE,8,21,31,4767948
2023.12,24,spotify:track:6UN73IYd0hZxLi8wFPMQij,Coi Leray,Players,Uptown / Republic Records,23,30,10,4694318
2023.12,25,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,10,28,267,4689548
2023.12,26,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,Bad Habit,L-M Records/RCA Records,1,25,38,4647013
2023.12,27,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,Top Dawg Entertainment/RCA Records,17,26,15,4640204
2023.12,28,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Warner Records,4,29,48,4625412
2023.12,29,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,3,27,33,4605367
2023.12,30,spotify:track:2YVlDlk2zRceefo6XlC6DX,Morgan Wallen,Ain’t That Some,Big Loud Records / Mercury Records / Republic Records,6,15,3,4482700
2023.12,31,spotify:track:4686eQ81DEswHa90bcdlC9,Bailey Zimmerman,Rock and A Hard Place,Warner Music Nashville/Elektra,26,34,41,4363628
2023.12,32,spotify:track:03fs6oV5JAlbytRYf3371S,Morgan Wallen,Everything I Love,Big Loud Records / Mercury Records / Republic Records,8,18,8,4336676
2023.12,33,spotify:track:3Qu3Zh4WTKhP9GEXo0aDnb,Morgan Wallen,Thought You Should Know,Big Loud Records / Mercury Records / Republic Records,17,23,46,4324842
2023.12,34,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,60,22,4287400
2023.12,35,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),Republic Records,20,32,9,4225639
2023.12,36,spotify:track:0WtM2NBVQNNJLh6scP13H8,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,35,35,27,4173997
2023.12,37,spotify:track:6KXKcH4QO1MiGrMQOGoADP,Superstar Pride,PAINTING PICTURES,Superstar Pride,9,54,5,4028802
