week,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
2023.40,168,spotify:track:1aXV8GrmQLvgoFtBPERP7E,Eyedress,Jealous,Lex Records,164,191,13,2344988
2023.40,169,spotify:track:7icwQvajsokotDfM3tefW6,Sexyy Red,SkeeYee,Open Shift/gamma.,162,162,4,2339896
2023.40,170,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,"Maluma, Carin Leon",Según Quién,Sony Music Latin,170,-1,1,2324393
2023.40,171,spotify:track:7KaIFFdq8KgBcDDvdgTrIZ,Doja Cat,Wet Vagina,Kemosabe Records/RCA Records,171,-1,1,2317691
2023.40,172,spotify:track:4PMqSO5qyjpvzhlLI5GnID,SZA,Good Days,Top Dawg Entertainment/RCA Records,1,160,116,2313506
2023.40,173,spotify:track:3Qu3Zh4WTKhP9GEXo0aDnb,Morgan Wallen,Thought You Should Know,Big Loud Records / Mercury Records / Republic Records,17,161,73,2311262
2023.40,174,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,Chris Stapleton,Tennessee Whiskey,Mercury Nashville,92,170,126,2309737
2023.40,175,spotify:track:6PGoSes0D9eUDeeAafB2As,"Kendrick Lamar, Zacari",LOVE. FEAT. ZACARI.,Aftermath,5,171,153,2302359
2023.40,176,spotify:track:69AIpwGNLxr4qS1X5ynx60,"Jordan Davis, Luke Bryan",Buy Dirt,MCA Nashville,67,-1,85,2297842
2023.40,177,spotify:track:0O3U5iwTbiXCREMkvotJuN,"Grupo Frontera, Grupo Firme",EL AMOR DE SU VIDA,Grupo Frontera,146,-1,5,2295993
2023.40,178,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,60,166,161,2293128
2023.40,179,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,Richy Mitch & The Coal Miners,Evergreen,Richy Mitch & The Coal Miners,179,-1,1,2292412
2023.40,180,spotify:track:103u49mLoJUge83B1CnLxI,HARDY,TRUCK BED,Big Loud Records / Big Loud Rock,125,194,13,2290053
2023.40,181,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,3,178,131,2281929
2023.40,182,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Radiohead,Creep,XL Recordings,171,173,7,2277596
2023.40,183,spotify:track:7fesNTgTEMEH0ye8MOgEDY,Olivia Rodrigo,teenage dream,Olivia Rodrigo PS,17,51,3,2275994
2023.40,184,spotify:track:41WQUSINanQHfhfKpFDsms,Miley Cyrus,Used To Be Young,Columbia,13,103,5,2262825
2023.40,185,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,"Daniel Caesar, Kali Uchis",Get You (feat. Kali Uchis),Golden Child Recordings,173,184,17,2243191
2023.40,186,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,"Feid, Young Miko",Classy 101,UMLE - Latino,84,185,24,2238291
2023.40,187,spotify:track:7tqhbajSfrz2F7E1Z75ASX,"Marvin Gaye, Tammi Terrell",Ain't No Mountain High Enough,UNI/MOTOWN,167,-1,8,2233950
2023.40,188,spotify:track:3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me to Church,Columbia,141,-1,16,2230266
2023.40,189,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,1,-1,44,2228684
2023.40,190,spotify:track:5AqiaZwhmC6dIbgWrD5SzV,"Bizarrap, Peso Pluma","Peso Pluma: Bzrp Music Sessions, Vol. 55",DALE PLAY Records,4,137,17,2227958
2023.40,191,spotify:track:2wAJTrFhCnQyNSD3oUgTZO,J. Cole,Work Out,Roc Nation LLC,101,189,59,2226546
2023.40,192,spotify:track:3sNVsP50132BTNlImLx70i,Kanye West,Bound 2,Rock The World/IDJ/Kanye/LP6,20,187,83,2219708
2023.40,193,spotify:track:5jfhLCSIFUO4ndzNRh4w4G,Zach Bryan,"Burn, Burn, Burn",Warner Records,68,188,14,2219269
2023.40,194,spotify:track:0NaUT74rJ0NHS62fewzatU,"Odetari, 9lives",I LOVE YOU HOE (w/ 9lives),APG Inc. - Odetari,105,177,7,2215443
2023.40,195,spotify:track:0YsGMHid6sFq5PcToe3JZE,Childish Gambino,Les,Glassnote Entertainment Group LLC,195,-1,2,2202662
2023.40,196,spotify:track:0xGZjxYqcNQ8WqxyeZ4eSN,Peso Pluma,RUBICON,Double P Records,81,169,13,2200965
2023.40,197,spotify:track:58k32my5lKofeZRtIvBDg9,Baby Keem,HONEST,Baby Keem LLC,39,-1,31,2193213
2023.40,198,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Heat Waves,Polydor Records,1,179,148,2192417
2023.40,199,spotify:track:2UikqkwBv7aIvlixeVXHWt,Chris Stapleton,You Should Probably Leave,Mercury Nashville,122,175,18,2190664
2023.40,200,spotify:track:1zi7xx7UVEFkmKfv06H8x0,"Drake, Wizkid, Kyla",One Dance,Cash Money Records/Young Money Ent./Universal Rec.,13,164,79,2189202
2023.41,1,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,1,1,9,11103550
2023.41,2,spotify:track:4KULAymBBJcPRpk1yO4dOG,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),Warner Records,1,2,6,9733227
2023.41,3,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,Gunna,fukumean,300 Entertainment,1,3,16,8482442
2023.41,4,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,4,11,3,7998280
2023.41,5,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,7,47,7715310
2023.41,6,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,5,36,7220526
2023.41,7,spotify:track:1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,vampire,Olivia Rodrigo PS,1,6,14,6597512
2023.41,8,spotify:track:3IX0yuEVvDbnqUwMBB3ouC,Olivia Rodrigo,bad idea right?,Olivia Rodrigo PS,1,8,8,6180131
2023.41,9,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Mitski,My Love Mine All Mine,Dead Oceans,9,21,3,5964761
2023.41,10,spotify:track:6wsqVwoiVH2kde4k4KKAFU,Travis Scott,I KNOW ?,Cactus Jack/Epic,3,12,10,5824187
2023.41,11,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Warner Records,4,15,76,5725924
2023.41,12,spotify:track:5PyDJG7SQRgWXefgexqIge,Doja Cat,Agora Hills,Kemosabe Records/RCA Records,9,9,2,5561936
2023.41,13,spotify:track:01qFKNWq73UfEslI0GvumE,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,13,-1,1,5526400
2023.41,14,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,Top Dawg Entertainment/RCA Records,14,17,43,5135467
2023.41,15,spotify:track:3RaCGXCiiMufRPoexXxGkV,"Drake, SZA",Slime You Out (feat. SZA),OVO,1,10,3,5034953
2023.41,16,spotify:track:7mXuWTczZNxG5EDcjFEuJR,"Peso Pluma, Gabito Ballesteros, Junior H",LADY GAGA,Double P Records,7,16,15,4955169
2023.41,17,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,Warner Records/Major Recordings,17,26,4,4927893
2023.41,18,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,1,20,43,4774452
2023.41,19,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,"KAROL G, Peso Pluma",QLONA,Bichota/Interscope Records,16,19,8,4746380
2023.41,20,spotify:track:2gyxAWHebV7xPYVxqoi86f,Olivia Rodrigo,get him back!,Olivia Rodrigo PS,4,14,4,4719943
2023.41,21,spotify:track:63ui2w3QJBp8xx0c1MJB2Z,Bad Bunny,UN PREVIEW,Rimas Entertainment LLC,21,70,2,4546404
2023.41,22,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,5,24,118,4516257
2023.41,23,spotify:track:4pCbJC43j3gSqG6Fen6upD,"Zach Bryan, The War and Treaty",Hey Driver (feat. The War and Treaty),Warner Records,3,23,6,4412942
2023.41,24,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,10,32,295,4398737
2023.41,25,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,Fast Car,River House Artists/Columbia Nashville,4,28,28,4346615
2023.41,26,spotify:track:3qQbCzHBycnDpGskqOWY0E,"Eslabon Armado, Peso Pluma",Ella Baila Sola,DEL Records,1,33,29,4311645
2023.41,27,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,6,30,12,4266095
2023.41,28,spotify:track:7x9aauaA9cu6tyfpHnqDLo,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,3,37,12,4210811
2023.41,29,spotify:track:5W4kiM2cUYBJXKRudNyxjW,Morgan Wallen,You Proof,Big Loud Records / Mercury Records / Republic Records,8,36,73,4174325
2023.41,30,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,Boys Don't Cry,30,41,60,4115725
2023.41,31,spotify:track:67nepsnrcZkowTxMWigSbb,"Travis Scott, Drake",MELTDOWN (feat. Drake),Cactus Jack/Epic,1,31,10,4066714
2023.41,32,spotify:track:78Du4CMFgnhdlG33gblkiP,Oliver Anthony Music,Rich Men North of Richmond,Oliver Anthony Music/ radiowv,2,25,8,4038572
2023.41,33,spotify:track:1i9lZvlaDdWDPyXEE95aiq,"Travis Scott, SZA, Future",TELEKINESIS (feat. SZA & Future),Cactus Jack/Epic,13,40,10,4019559
2023.41,34,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,Atlantic Records,9,35,19,3985958
2023.41,35,spotify:track:34sOdxWu9FljH84UXdRwu1,Olivia Rodrigo,all-american bitch,Olivia Rodrigo PS,5,18,4,3981783
2023.41,36,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,13,46,163,3977335
2023.41,37,spotify:track:0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,Mercury Records/Republic Records,37,48,49,3902121
2023.41,38,spotify:track:6rjuKpPydT2SxN15TZpV7r,Lil Tecca,500lbs,Galactic Records/Lil Tecca,22,22,4,3899509
2023.41,39,spotify:track:1fvC3CmNAbsx0V9ULMU8NB,"Zach Bryan, Noah Kahan",Sarah's Place (feat. Noah Kahan),Warner Records,4,4,2,3880495
2023.41,40,spotify:track:3cBsEDNhFI9E82vPj3kvi3,Morgan Wallen,Wasted On You,Big Loud / Republic,3,49,141,3818845
2023.41,41,spotify:track:3F5CgOj3wFlRv51JsHbxhe,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),OVO,2,45,68,3749500
2023.41,42,spotify:track:741UUVE2kuITl0c6zuqqbO,"Nicki Minaj, Ice Spice, Aqua",Barbie World (with Aqua) [From Barbie The Album],Atlantic Records,2,42,15,3646890
2023.41,43,spotify:track:3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,"Hotel Ugly, under exclusive license to Amuseio AB",29,44,57,3606940
2023.41,44,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,Moonlight,Geffen Records,27,51,32,3565148
2023.41,45,spotify:track:0bILU0UiNDmA5Ff6whhb2R,Bailey Zimmerman,Religiously,Warner Music Nashville/Elektra,23,29,18,3555846
2023.41,46,spotify:track:3EaJDYHA0KnX88JvDhL9oa,Steve Lacy,Dark Red,Three Quarter,16,61,113,3543034
2023.41,47,spotify:track:2J6OF7CkpdQGSfm1wdclqn,Brent Faiyaz,Clouded,Lost Kids,39,39,51,3515403
2023.41,48,spotify:track:0PAcdVzhPO4gq1Iym9ESnK,Morgan Wallen,Thinkin’ Bout Me,Big Loud Records / Mercury Records / Republic Records,9,68,31,3511539
2023.41,49,spotify:track:3EvZ03hGAFwGZ2Ebcu86YH,Zach Bryan,Tourniquet,Warner Records,10,43,6,3509466
2023.41,50,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,Zach Bryan,Heading South,Warner Records,36,50,47,3503986
2023.41,51,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,59,50,3435478
2023.41,52,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,3,56,61,3344096
2023.41,53,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,Universal Republic Records,8,60,134,3332843
2023.41,54,spotify:track:4HeViKsdSOLkOvwfcRVkK8,"Thomas Rhett, Morgan Wallen",Mamaw's House,The Valory Music Co.,54,-1,1,3331610
2023.41,55,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,"Big Machine Records, LLC",24,66,31,3309594
2023.41,56,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,TV Girl,56,80,46,3282240
2023.41,57,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,6,85,145,3281190
2023.41,58,spotify:track:42VsgItocQwOQC3XWZ8JNA,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),Cactus Jack/Epic,2,65,10,3263754
2023.41,59,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers,LALA,WEA Latina,30,69,13,3262926
2023.41,60,spotify:track:3Nl5OkkmS5DaBZvuYofpAt,Olivia Rodrigo,the grudge,Olivia Rodrigo PS,7,34,4,3250625
2023.41,61,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,Jive,10,64,52,3238330
2023.41,62,spotify:track:4EWCNWgDS8707fNSZ1oaA5,Kanye West,Heartless,Roc-A-Fella,40,72,105,3212512
2023.41,63,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,"Miserable Music Group, LLC",11,57,25,3209173
2023.41,64,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,41,74,146,3190282
2023.41,65,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,5,89,45,3124116
2023.41,66,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,"Big Machine Records, LLC",34,82,32,3082537
2023.41,67,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,78,79,3070668
2023.41,68,spotify:track:6IPwKM3fUUzlElbvKw2sKl,girl in red,we fell in love in october,world in red,62,-1,26,3070236
2023.41,69,spotify:track:2yzshFeBIwH8tWIqHEFLeD,"Grupo Frontera, Bad Bunny",un x100to,Grupo Frontera,2,76,25,3066297
2023.41,70,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,86,53,3015833
2023.41,71,spotify:track:5TRPicyLGbAF2LGBFbHGvO,"Kanye West, Dwele",Flashing Lights,Roc-A-Fella,53,88,90,2991698
2023.41,72,spotify:track:4KW1lqgSr8TKrvBII0Brf8,Kanye West,Father Stretch My Hands Pt. 1,Rock The World/IDJ/Kanye LP7,72,100,84,2984294
2023.41,73,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,"Calle 24, Chino Pacas, Fuerza Regida",Que Onda,Street Mob Records - Rancho Humilde,73,95,5,2976869
2023.41,74,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,62,94,56,2950798
2023.41,75,spotify:track:1SjsVdSXpwm1kTdYEHoPIT,Zach Bryan,Sun to Me,Warner Records,51,71,29,2945597
2023.41,76,spotify:track:3azJifCSqg9fRij2yKIbWz,Tory Lanez,The Color Violet,One Umbrella Records,26,67,57,2942561
2023.41,77,spotify:track:6QT6j7rKt7Vk3IuV2AUO9W,Olivia Rodrigo,lacy,Olivia Rodrigo PS,10,47,4,2932049
2023.41,78,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,6,79,46,2925924
2023.41,79,spotify:track:5fEB6ZmVkg63GZg9qO86jh,PARTYNEXTDOOR,Break from Toronto,OVO Sound,79,99,31,2925539
2023.41,80,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,1,96,44,2911877
2023.41,81,spotify:track:5JYPXqMwYc0zTODQdjMEZN,Ice Spice,Deli,10K Projects/Capitol Records,28,91,11,2904221
2023.41,82,spotify:track:7aRCf5cLOFN1U7kvtChY1G,Drake,Search & Rescue,OVO/Republic Records,1,75,26,2903378
2023.41,83,spotify:track:4Zj2uX6ApCFK9XzjwIhCIr,"Zach Bryan, Bon Iver",Boys Of Faith (feat. Bon Iver),Warner Records,13,13,2,2895696
2023.41,84,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",54,107,61,2895006
2023.41,85,spotify:track:2UW7JaomAMuX9pZrjVpHAU,"Yng Lvcas, Peso Pluma",La Bebe - Remix,WM Mexico,4,84,28,2876172
2023.41,86,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,1,97,255,2827140
2023.41,87,spotify:track:22VHOlVYBqytsrAqV8yXBK,"Noah Kahan, Post Malone",Dial Drunk (with Post Malone),Mercury Records/Republic Records,13,87,12,2801307
2023.41,88,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",El Azul,WEA Latina,21,77,28,2793503
2023.41,89,spotify:track:6pcywuOeGGWeOQzdUyti6k,"21 Savage, Metro Boomin",Glock In My Lap,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",8,105,52,2790863
2023.41,90,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,"The Weeknd, Lana Del Rey",Stargirl Interlude,Universal Republic Records,56,101,66,2788065
2023.41,91,spotify:track:1UMm1Qs3u59Wvk53zBUE8r,Fuerza Regida,SABOR FRESA,Rancho Humilde/Street Mob Records,16,90,15,2787998
2023.41,92,spotify:track:1bDbXMyjaUIooNwFE9wn0N,"Drake, 21 Savage",Rich Flex,OVO / Republic Records,1,98,48,2784731
2023.41,93,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,IAMSOUND,48,112,76,2769782
2023.41,94,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,"Metro Boomin, Future, Chris Brown",Superhero (Heroes & Villains) [with Future & Chris Brown],Republic Records,2,113,44,2762021
2023.41,95,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,Island Records,15,114,39,2755641
2023.41,96,spotify:track:3HOKxuTDmNVmIlCIpBiD8m,"Peso Pluma, Jasiel Nuñez",LAGUNAS,Double P Records,69,102,15,2753202
2023.41,97,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino/Warner Records,18,119,142,2743122
2023.41,98,spotify:track:42TtHTxWk782ZBiqyOi2d1,"Zach Bryan, Maggie Rogers",Dawns (feat. Maggie Rogers),Warner Records,17,92,17,2736183
2023.41,99,spotify:track:5CscrLqFBgPfZR8fGtikov,Olivia Rodrigo,making the bed,Olivia Rodrigo PS,8,52,4,2735568
2023.41,100,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,Bad Habit,L-M Records/RCA Records,1,106,66,2734656
2023.41,101,spotify:track:5BbdKBZO0TH0GhfxUfyhL9,Lil Baby,Freestyle,Quality Control Music (Caroline),46,135,67,2730759
2023.41,102,spotify:track:43iIQbw5hx986dUEZbr3eN,Laufey,From The Start,Laufey,45,93,12,2720482
2023.41,103,spotify:track:6foY66mWZN0pSRjZ408c00,Morgan Wallen,Whiskey Glasses,Big Loud Records,43,108,228,2720323
2023.41,104,spotify:track:3QFInJAm9eyaho5vBzxInN,"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),Columbia,8,124,110,2711753
2023.41,105,spotify:track:26QLJMK8G0M06sk7h7Fkse,Olivia Rodrigo,love is embarrassing,Olivia Rodrigo PS,12,53,4,2706282
2023.41,106,spotify:track:0HEytGQM3bG1vKxER7IgVK,"Zach Bryan, The Lumineers",Spotless (feat. The Lumineers),Warner Records,7,62,6,2703314
2023.41,107,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,Everlong,RCA Records Label,60,154,61,2688063
2023.41,108,spotify:track:7rbECVPkY5UODxoOUVKZnA,Kanye West,I Wonder,Roc-A-Fella,57,137,28,2663463
2023.41,109,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,Warner Records,1,111,35,2657970
2023.41,110,spotify:track:0OWhKvvsHptt6vnnNUSM9a,Zach Bryan,Oklahoma Smokeshow,Warner Records,99,131,12,2631632
2023.41,111,spotify:track:4S4QJfBGGrC8jRIjJHf1Ka,PinkPantheress,Pain,Parlophone UK,48,-1,23,2628058
2023.41,112,spotify:track:0f8eRy9A0n6zXpKSHSCAEp,Steve Lacy,Infrunami,L-M Records,109,109,13,2619989
2023.41,113,spotify:track:4tqcoej1zPvwePZCzuAjJd,J. Cole,Wet Dreamz,Roc Nation Records LLC,69,123,103,2619759
2023.41,114,spotify:track:2XHzzp1j4IfTNp1FTn7YFg,"Lil Wayne, Drake, Future",Love Me,CM/Republic,114,136,18,2613801
2023.41,115,spotify:track:5sdQOyqq2IDhvmx2lHOpwd,NewJeans,Super Shy,ADOR,12,121,13,2601196
2023.41,116,spotify:track:1s7oOCT8vauUh01PbJD6ps,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,25,116,55,2597697
2023.41,117,spotify:track:368eeEO3Y2uZUQ6S5oIjcu,Fuerza Regida,TQM,Rancho Humilde/Street Mob Records,10,115,20,2594212
2023.41,118,spotify:track:7bPp2NmpmyhLJ7zWazAXMu,"Peso Pluma, Grupo Frontera",TULUM,Double P Records,33,103,14,2591009
2023.41,119,spotify:track:5sp71CUt0jXRNqHblPGp7b,Olivia Rodrigo,ballad of a homeschooled girl,Olivia Rodrigo PS,11,55,4,2588073
2023.41,120,spotify:track:3IznIgmXtrUaoPWpQTy5jB,TV Girl,Not Allowed,TV Girl,120,149,21,2568821
2023.41,121,spotify:track:5mCPDVBb16L4XQwDdbRUpz,Drake,Passionfruit,Cash Money Records/Young Money Ent./Universal Rec.,1,125,116,2556831
2023.41,122,spotify:track:5aIVCx5tnk0ntmdiinnYvw,Tyla,Water,FAX Records/Epic,122,-1,1,2555378
2023.41,123,spotify:track:5FkoSXiJPKTNyYgALRJFhD,Baby Keem,ORANGE SODA,Baby Keem LLC,54,141,64,2538045
2023.41,124,spotify:track:53dtP2iUMvaF28JZcHnFuU,Olivia Rodrigo,logical,Olivia Rodrigo PS,9,58,4,2531888
2023.41,125,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),Republic Records,10,147,44,2527581
2023.41,126,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,"Maluma, Carin Leon",Según Quién,Sony Music Latin,126,170,2,2490321
2023.41,127,spotify:track:6WzRpISELf3YglGAh7TXcG,"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,XO / Republic Records,16,152,18,2486728
2023.41,128,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Apocalypse,Partisan Records,49,162,61,2478543
2023.41,129,spotify:track:3pXF1nA74528Edde4of9CC,Bryson Tiller,Don't,TrapSoul/RCA Records,82,163,104,2466679
2023.41,130,spotify:track:7H0ya83CMmgFcOhw0UB6ow,Beach House,Space Song,Sub Pop Records,47,150,107,2465689
2023.41,131,spotify:track:59nOXPmaKlBfGMDeOVGrIK,"Future, Drake, Tems",WAIT FOR U (feat. Drake & Tems),Epic/Freebandz,3,120,75,2462273
2023.41,132,spotify:track:1TE8AAk9koG0UJco6ZAUfx,Bailey Zimmerman,Rock and A Hard Place,Warner Music Nashville/Elektra,26,132,69,2460134
2023.41,133,spotify:track:3Qu3Zh4WTKhP9GEXo0aDnb,Morgan Wallen,Thought You Should Know,Big Loud Records / Mercury Records / Republic Records,17,173,74,2452010
2023.41,134,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),Republic Records,20,142,37,2449120
2023.41,135,spotify:track:7fveJ3pk1eSfxBdVkzdXZ0,"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),Big Loud Records / Mercury Records / Republic Records,32,158,31,2447169
2023.41,136,spotify:track:5MwynWK9s4hlyKHqhkNn4A,Morgan Wallen,Chasin' You,Big Loud Records,55,164,136,2440059
2023.41,137,spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,"Drake, 21 Savage",Spin Bout U,OVO / Republic Records,6,151,48,2426012
2023.41,138,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,Post Malone,Chemical,Mercury Records/Republic Records,7,138,25,2415827
2023.41,139,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,60,178,162,2409971
2023.41,140,spotify:track:00syWkRGIVQvYsg2OwfBUw,Zach Bryan,East Side of Sorrow,Warner Records,8,104,6,2403883
2023.41,141,spotify:track:3DcfXXPsVIjU1UgY0YBtAM,Rod Wave,Boyz Don't Cry,Alamo,76,110,3,2389238
2023.41,142,spotify:track:2VzCjpKvPB1l1tqLndtAQa,Peso Pluma,Por las Noches,El Cártel de Los Ángeles,16,161,30,2372304
2023.41,143,spotify:track:2UikqkwBv7aIvlixeVXHWt,Chris Stapleton,You Should Probably Leave,Mercury Nashville,122,199,19,2370541
2023.41,144,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Everybody Wants To Rule The World,UMC (Universal Music Catalogue),49,140,67,2366730
2023.41,145,spotify:track:5odlY52u43F5BjByhxg7wg,JVKE,golden hour,JVKE,8,148,59,2365112
2023.41,146,spotify:track:0fCwTrRNfoNk962ati8n2K,Tyler Childers,All Your'n,Hickman Holler Records/RCA Records,115,127,33,2354254
2023.41,147,spotify:track:48UKTR66uUOT9LaUvooTNx,Luke Combs,The Kind of Love We Make,River House Artists/Columbia Nashville,15,167,68,2351210
2023.41,148,spotify:track:6PGoSes0D9eUDeeAafB2As,"Kendrick Lamar, Zacari",LOVE. FEAT. ZACARI.,Aftermath,5,175,154,2343153
2023.41,149,spotify:track:6XEt23sq6sRgER8sSZbCR5,"That Mexican OT, Paul Wall, DRODi",Johnny Dang (with Paul Wall & DRODi),Manifest/GoodTalk/Good Money Global,95,165,14,2341978
2023.41,150,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,Keyshia Cole,Love,A&M (UC),150,-1,1,2335343
2023.41,151,spotify:track:6T7FXSuXykeGktMLGp8WgE,"Lil Durk, J. Cole",All My Life (feat. J. Cole),Alamo,3,166,21,2333679
